Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=0, max_iter=11300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11300, random_state=1,
                       selection='random', warm_start=True))])",0.867670667,0.861786757,0,11300,random,CYCLE2,,,,,,,28:55.7
"Lasso(alpha=0, max_iter=11350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11350, random_state=1,
                       selection='random', warm_start=True))])",0.867680971,0.861810499,0,11350,random,CYCLE2,,,,,,,28:56.8
"Lasso(alpha=0, max_iter=11400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11400, random_state=1,
                       selection='random', warm_start=True))])",0.867690188,0.861805737,0,11400,random,CYCLE2,,,,,,,28:57.8
"Lasso(alpha=0, max_iter=11450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11450, random_state=1,
                       selection='random', warm_start=True))])",0.867701199,0.861830955,0,11450,random,CYCLE2,,,,,,,28:58.8
"Lasso(alpha=0, max_iter=11500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11500, random_state=1,
                       selection='random', warm_start=True))])",0.867710794,0.861839702,0,11500,random,CYCLE2,,,,,,,28:59.8
"Lasso(alpha=0, max_iter=11550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11550, random_state=1,
                       selection='random', warm_start=True))])",0.86772187,0.861838182,0,11550,random,CYCLE2,,,,,,,29:00.7
"Lasso(alpha=0, max_iter=11600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11600, random_state=1,
                       selection='random', warm_start=True))])",0.867732088,0.861851083,0,11600,random,CYCLE2,,,,,,,29:01.7
"Lasso(alpha=0, max_iter=11650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11650, random_state=1,
                       selection='random', warm_start=True))])",0.867741838,0.861854406,0,11650,random,CYCLE2,,,,,,,29:02.6
"Lasso(alpha=0, max_iter=11700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11700, random_state=1,
                       selection='random', warm_start=True))])",0.867752181,0.861877329,0,11700,random,CYCLE2,,,,,,,29:03.6
"Lasso(alpha=0, max_iter=11750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11750, random_state=1,
                       selection='random', warm_start=True))])",0.867762356,0.861882064,0,11750,random,CYCLE2,,,,,,,29:04.5
"Lasso(alpha=0, max_iter=11800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11800, random_state=1,
                       selection='random', warm_start=True))])",0.867772003,0.861897566,0,11800,random,CYCLE2,,,,,,,29:05.4
"Lasso(alpha=0, max_iter=11850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11850, random_state=1,
                       selection='random', warm_start=True))])",0.867781038,0.861907576,0,11850,random,CYCLE2,,,,,,,29:06.3
"Lasso(alpha=0, max_iter=11900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11900, random_state=1,
                       selection='random', warm_start=True))])",0.867792236,0.861908439,0,11900,random,CYCLE2,,,,,,,29:07.2
"Lasso(alpha=0, max_iter=11950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=11950, random_state=1,
                       selection='random', warm_start=True))])",0.867802647,0.861908055,0,11950,random,CYCLE2,,,,,,,29:08.1
"Lasso(alpha=0, max_iter=12000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12000, random_state=1,
                       selection='random', warm_start=True))])",0.867812519,0.861925436,0,12000,random,CYCLE2,,,,,,,29:09.1
"Lasso(alpha=0, max_iter=12050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12050, random_state=1,
                       selection='random', warm_start=True))])",0.867821848,0.861942428,0,12050,random,CYCLE2,,,,,,,29:10.0
"Lasso(alpha=0, max_iter=12100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12100, random_state=1,
                       selection='random', warm_start=True))])",0.86783352,0.861949518,0,12100,random,CYCLE2,,,,,,,29:11.0
"Lasso(alpha=0, max_iter=12150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12150, random_state=1,
                       selection='random', warm_start=True))])",0.86784478,0.861968911,0,12150,random,CYCLE2,,,,,,,29:11.8
"Lasso(alpha=0, max_iter=12200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12200, random_state=1,
                       selection='random', warm_start=True))])",0.867854514,0.861968764,0,12200,random,CYCLE2,,,,,,,29:12.8
"Lasso(alpha=0, max_iter=12250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12250, random_state=1,
                       selection='random', warm_start=True))])",0.867864247,0.861972999,0,12250,random,CYCLE2,,,,,,,29:13.7
"Lasso(alpha=0, max_iter=12300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12300, random_state=1,
                       selection='random', warm_start=True))])",0.867873981,0.861996555,0,12300,random,CYCLE2,,,,,,,29:14.6
"Lasso(alpha=0, max_iter=12350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12350, random_state=1,
                       selection='random', warm_start=True))])",0.867884417,0.862020418,0,12350,random,CYCLE2,,,,,,,29:15.6
"Lasso(alpha=0, max_iter=12400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12400, random_state=1,
                       selection='random', warm_start=True))])",0.867894393,0.862012377,0,12400,random,CYCLE2,,,,,,,29:16.7
"Lasso(alpha=0, max_iter=12450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12450, random_state=1,
                       selection='random', warm_start=True))])",0.867904694,0.86203499,0,12450,random,CYCLE2,,,,,,,29:17.6
"Lasso(alpha=0, max_iter=12500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12500, random_state=1,
                       selection='random', warm_start=True))])",0.867914051,0.862046197,0,12500,random,CYCLE2,,,,,,,29:18.6
"Lasso(alpha=0, max_iter=12550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12550, random_state=1,
                       selection='random', warm_start=True))])",0.867924019,0.862080499,0,12550,random,CYCLE2,,,,,,,29:19.6
"Lasso(alpha=0, max_iter=12600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12600, random_state=1,
                       selection='random', warm_start=True))])",0.867933688,0.862068975,0,12600,random,CYCLE2,,,,,,,29:20.7
"Lasso(alpha=0, max_iter=12650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12650, random_state=1,
                       selection='random', warm_start=True))])",0.867943641,0.862083494,0,12650,random,CYCLE2,,,,,,,29:21.7
"Lasso(alpha=0, max_iter=12700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12700, random_state=1,
                       selection='random', warm_start=True))])",0.867953246,0.862088847,0,12700,random,CYCLE2,,,,,,,29:22.8
"Lasso(alpha=0, max_iter=12750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12750, random_state=1,
                       selection='random', warm_start=True))])",0.867962338,0.862084604,0,12750,random,CYCLE2,,,,,,,29:23.9
"Lasso(alpha=0, max_iter=12800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12800, random_state=1,
                       selection='random', warm_start=True))])",0.867972062,0.862114258,0,12800,random,CYCLE2,,,,,,,29:25.0
"Lasso(alpha=0, max_iter=12850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12850, random_state=1,
                       selection='random', warm_start=True))])",0.867981517,0.862098258,0,12850,random,CYCLE2,,,,,,,29:26.0
"Lasso(alpha=0, max_iter=12900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12900, random_state=1,
                       selection='random', warm_start=True))])",0.867992001,0.862106417,0,12900,random,CYCLE2,,,,,,,29:27.2
"Lasso(alpha=0, max_iter=12950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=12950, random_state=1,
                       selection='random', warm_start=True))])",0.868001716,0.862105757,0,12950,random,CYCLE2,,,,,,,29:28.3
"Lasso(alpha=0, max_iter=13000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13000, random_state=1,
                       selection='random', warm_start=True))])",0.86801261,0.862116504,0,13000,random,CYCLE2,,,,,,,29:29.3
"Lasso(alpha=0, max_iter=13050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13050, random_state=1,
                       selection='random', warm_start=True))])",0.868022576,0.862145114,0,13050,random,CYCLE2,,,,,,,29:30.4
"Lasso(alpha=0, max_iter=13100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13100, random_state=1,
                       selection='random', warm_start=True))])",0.868032094,0.862141573,0,13100,random,CYCLE2,,,,,,,29:31.6
"Lasso(alpha=0, max_iter=13150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13150, random_state=1,
                       selection='random', warm_start=True))])",0.868041686,0.862167945,0,13150,random,CYCLE2,,,,,,,29:32.7
"Lasso(alpha=0, max_iter=13200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13200, random_state=1,
                       selection='random', warm_start=True))])",0.868051169,0.862178303,0,13200,random,CYCLE2,,,,,,,29:33.8
"Lasso(alpha=0, max_iter=13250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13250, random_state=1,
                       selection='random', warm_start=True))])",0.868061437,0.862177578,0,13250,random,CYCLE2,,,,,,,29:34.8
"Lasso(alpha=0, max_iter=13300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13300, random_state=1,
                       selection='random', warm_start=True))])",0.868070915,0.862163585,0,13300,random,CYCLE2,,,,,,,29:36.0
"Lasso(alpha=0, max_iter=13350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13350, random_state=1,
                       selection='random', warm_start=True))])",0.868081083,0.862194655,0,13350,random,CYCLE2,,,,,,,29:37.2
"Lasso(alpha=0, max_iter=13400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13400, random_state=1,
                       selection='random', warm_start=True))])",0.868089943,0.862201825,0,13400,random,CYCLE2,,,,,,,29:38.4
"Lasso(alpha=0, max_iter=13450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13450, random_state=1,
                       selection='random', warm_start=True))])",0.868099638,0.862201928,0,13450,random,CYCLE2,,,,,,,29:39.6
"Lasso(alpha=0, max_iter=13500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13500, random_state=1,
                       selection='random', warm_start=True))])",0.868109318,0.862209869,0,13500,random,CYCLE2,,,,,,,29:40.8
"Lasso(alpha=0, max_iter=13550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13550, random_state=1,
                       selection='random', warm_start=True))])",0.868118625,0.86221975,0,13550,random,CYCLE2,,,,,,,29:42.0
"Lasso(alpha=0, max_iter=13600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13600, random_state=1,
                       selection='random', warm_start=True))])",0.868128553,0.862249284,0,13600,random,CYCLE2,,,,,,,29:43.2
"Lasso(alpha=0, max_iter=13650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13650, random_state=1,
                       selection='random', warm_start=True))])",0.868137939,0.862250594,0,13650,random,CYCLE2,,,,,,,29:45.0
"Lasso(alpha=0, max_iter=13700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13700, random_state=1,
                       selection='random', warm_start=True))])",0.868147418,0.862250583,0,13700,random,CYCLE2,,,,,,,29:46.6
"Lasso(alpha=0, max_iter=13750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13750, random_state=1,
                       selection='random', warm_start=True))])",0.868157788,0.862247718,0,13750,random,CYCLE2,,,,,,,29:48.0
"Lasso(alpha=0, max_iter=13800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13800, random_state=1,
                       selection='random', warm_start=True))])",0.868166677,0.862263242,0,13800,random,CYCLE2,,,,,,,29:49.3
"Lasso(alpha=0, max_iter=13850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13850, random_state=1,
                       selection='random', warm_start=True))])",0.86817584,0.862288857,0,13850,random,CYCLE2,,,,,,,29:50.8
"Lasso(alpha=0, max_iter=13900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13900, random_state=1,
                       selection='random', warm_start=True))])",0.868185507,0.862298049,0,13900,random,CYCLE2,,,,,,,29:52.1
"Lasso(alpha=0, max_iter=13950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=13950, random_state=1,
                       selection='random', warm_start=True))])",0.868193737,0.86230546,0,13950,random,CYCLE2,,,,,,,29:53.4
"Lasso(alpha=0, max_iter=14000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14000, random_state=1,
                       selection='random', warm_start=True))])",0.86820218,0.862321493,0,14000,random,CYCLE2,,,,,,,29:54.7
"Lasso(alpha=0, max_iter=14050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14050, random_state=1,
                       selection='random', warm_start=True))])",0.868211084,0.862331663,0,14050,random,CYCLE2,,,,,,,29:56.2
"Lasso(alpha=0, max_iter=14100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14100, random_state=1,
                       selection='random', warm_start=True))])",0.868220244,0.862329861,0,14100,random,CYCLE2,,,,,,,29:58.1
"Lasso(alpha=0, max_iter=14150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14150, random_state=1,
                       selection='random', warm_start=True))])",0.868230806,0.862347593,0,14150,random,CYCLE2,,,,,,,29:59.6
"Lasso(alpha=0, max_iter=14200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14200, random_state=1,
                       selection='random', warm_start=True))])",0.868240067,0.862323654,0,14200,random,CYCLE2,,,,,,,30:01.2
"Lasso(alpha=0, max_iter=14250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14250, random_state=1,
                       selection='random', warm_start=True))])",0.868249329,0.862333859,0,14250,random,CYCLE2,,,,,,,30:02.8
"Lasso(alpha=0, max_iter=14300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14300, random_state=1,
                       selection='random', warm_start=True))])",0.868258959,0.862354922,0,14300,random,CYCLE2,,,,,,,30:04.2
"Lasso(alpha=0, max_iter=14350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14350, random_state=1,
                       selection='random', warm_start=True))])",0.868268496,0.862371521,0,14350,random,CYCLE2,,,,,,,30:05.5
"Lasso(alpha=0, max_iter=14400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14400, random_state=1,
                       selection='random', warm_start=True))])",0.868278361,0.862359875,0,14400,random,CYCLE2,,,,,,,30:06.7
"Lasso(alpha=0, max_iter=14450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14450, random_state=1,
                       selection='random', warm_start=True))])",0.868288251,0.86237196,0,14450,random,CYCLE2,,,,,,,30:08.3
"Lasso(alpha=0, max_iter=14500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14500, random_state=1,
                       selection='random', warm_start=True))])",0.868296876,0.862397271,0,14500,random,CYCLE2,,,,,,,30:10.1
"Lasso(alpha=0, max_iter=14550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14550, random_state=1,
                       selection='random', warm_start=True))])",0.868305751,0.862410672,0,14550,random,CYCLE2,,,,,,,30:11.8
"Lasso(alpha=0, max_iter=14600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14600, random_state=1,
                       selection='random', warm_start=True))])",0.868314599,0.862416879,0,14600,random,CYCLE2,,,,,,,30:13.2
"Lasso(alpha=0, max_iter=14650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14650, random_state=1,
                       selection='random', warm_start=True))])",0.868323362,0.862425637,0,14650,random,CYCLE2,,,,,,,30:14.6
"Lasso(alpha=0, max_iter=14700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14700, random_state=1,
                       selection='random', warm_start=True))])",0.868333057,0.86243912,0,14700,random,CYCLE2,,,,,,,30:15.9
"Lasso(alpha=0, max_iter=14750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14750, random_state=1,
                       selection='random', warm_start=True))])",0.86834191,0.862442979,0,14750,random,CYCLE2,,,,,,,30:17.2
"Lasso(alpha=0, max_iter=14800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14800, random_state=1,
                       selection='random', warm_start=True))])",0.86835004,0.862465673,0,14800,random,CYCLE2,,,,,,,30:18.5
"Lasso(alpha=0, max_iter=14850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14850, random_state=1,
                       selection='random', warm_start=True))])",0.868359185,0.862447102,0,14850,random,CYCLE2,,,,,,,30:19.8
"Lasso(alpha=0, max_iter=14900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14900, random_state=1,
                       selection='random', warm_start=True))])",0.868367876,0.862469411,0,14900,random,CYCLE2,,,,,,,30:21.2
"Lasso(alpha=0, max_iter=14950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=14950, random_state=1,
                       selection='random', warm_start=True))])",0.868375967,0.862491926,0,14950,random,CYCLE2,,,,,,,30:23.0
Going higher on max_iter,,,,,,,,,,,,,,
"Lasso(alpha=0, max_iter=15000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=15000, random_state=1,
                       selection='random', warm_start=True))])",0.868385129,0.862482387,0,15000,random,CYCLE3,,,,,,,32:39.8
"Lasso(alpha=0, max_iter=15500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=15500, random_state=1,
                       selection='random', warm_start=True))])",0.868472604,0.862578799,0,15500,random,CYCLE3,,,,,,,32:41.3
"Lasso(alpha=0, max_iter=16000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=16000, random_state=1,
                       selection='random', warm_start=True))])",0.868556898,0.862651978,0,16000,random,CYCLE3,,,,,,,32:42.8
"Lasso(alpha=0, max_iter=16500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=16500, random_state=1,
                       selection='random', warm_start=True))])",0.868642027,0.862718762,0,16500,random,CYCLE3,,,,,,,32:44.4
"Lasso(alpha=0, max_iter=17000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=17000, random_state=1,
                       selection='random', warm_start=True))])",0.868724555,0.862792721,0,17000,random,CYCLE3,,,,,,,32:46.0
"Lasso(alpha=0, max_iter=17500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=17500, random_state=1,
                       selection='random', warm_start=True))])",0.868804984,0.862852081,0,17500,random,CYCLE3,,,,,,,32:47.6
"Lasso(alpha=0, max_iter=18000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=18000, random_state=1,
                       selection='random', warm_start=True))])",0.868883632,0.862931392,0,18000,random,CYCLE3,,,,,,,32:49.4
"Lasso(alpha=0, max_iter=18500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=18500, random_state=1,
                       selection='random', warm_start=True))])",0.868962544,0.862991245,0,18500,random,CYCLE3,,,,,,,32:51.2
"Lasso(alpha=0, max_iter=19000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=19000, random_state=1,
                       selection='random', warm_start=True))])",0.869034489,0.863045362,0,19000,random,CYCLE3,,,,,,,32:53.3
"Lasso(alpha=0, max_iter=19500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=19500, random_state=1,
                       selection='random', warm_start=True))])",0.869106628,0.863127254,0,19500,random,CYCLE3,,,,,,,32:55.3
"Lasso(alpha=0, max_iter=20000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=20000, random_state=1,
                       selection='random', warm_start=True))])",0.869175664,0.86316855,0,20000,random,CYCLE3,,,,,,,32:57.2
"Lasso(alpha=0, max_iter=20500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=20500, random_state=1,
                       selection='random', warm_start=True))])",0.869244839,0.863235073,0,20500,random,CYCLE3,,,,,,,32:59.6
"Lasso(alpha=0, max_iter=21000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=21000, random_state=1,
                       selection='random', warm_start=True))])",0.869316619,0.863263973,0,21000,random,CYCLE3,,,,,,,33:01.9
"Lasso(alpha=0, max_iter=21500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=21500, random_state=1,
                       selection='random', warm_start=True))])",0.869382899,0.863333534,0,21500,random,CYCLE3,,,,,,,33:04.1
"Lasso(alpha=0, max_iter=22000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=22000, random_state=1,
                       selection='random', warm_start=True))])",0.869448042,0.863385419,0,22000,random,CYCLE3,,,,,,,33:06.6
"Lasso(alpha=0, max_iter=22500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=22500, random_state=1,
                       selection='random', warm_start=True))])",0.869512017,0.863457707,0,22500,random,CYCLE3,,,,,,,33:09.2
"Lasso(alpha=0, max_iter=23000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=23000, random_state=1,
                       selection='random', warm_start=True))])",0.869578517,0.863495118,0,23000,random,CYCLE3,,,,,,,33:11.7
